ID,hcscore,year,Codable,Rand_ord,gender,race,education,pwb_pmean,pwb_pmc,pwb_z,neur,extra,consc,agree,open,neur_z,extra_z,consc_z,agree_z,open_z,lgs_m,lgs._t,iwah_a,iwah_c,iwah_w,iwah_m,income,psm_m,ag_m,con_m,ext_m,neuro_m,open_m
9,1,2,1,0.718945346,1,NA,NA,4.801587302,0.031746032,-0.091900291,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
9,1,3,1,0.21274613,1,NA,NA,4.801587302,0.246031746,0.223871452,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
9,1,4,1,0.7127037,1,NA,NA,4.801587302,0.507936508,0.609814693,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
9,1,5,1,0.395728592,1,NA,NA,4.801587302,0.103174603,0.013356957,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,2.3,46,NA,NA,NA,NA,4,NA,3.66666667,3.75,4,2.83333333,3
9,1,6,1,0.503342936,1,NA,NA,4.801587302,-0.444444444,-0.793615274,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,NA,NA,3.111111111,4,2.444444444,3.185185185,3,NA,NA,NA,NA,NA,NA
9,1,7,1,0.774785454,1,NA,NA,4.801587302,-0.325396825,-0.618186528,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
9,1,8,1,0.685083345,1,NA,NA,4.801587302,-0.301587302,-0.583100779,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
9,1,9,1,0.46282685,1,NA,NA,4.801587302,-0.182539683,-0.407672033,2.388888889,3.805555556,3.916666667,3.833333333,2.888888889,0.123266926,0.723642486,0.039672477,-0.225867759,-1.281218348,2,40,NA,NA,NA,NA,4,NA,3.83333333,3.75,3.5,2.25,2.91666667
11,4,1,1,0.404566325,0,1,4,4.764550265,-0.240740741,-0.54801503,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,2.5,50,NA,NA,NA,NA,5,4.25,3.08333333,3.41666667,2.66666667,2.91666667,4.58333333
11,4,2,1,0.507517508,0,NA,NA,4.764550265,-0.312169312,-0.653272277,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
11,4,3,1,0.262086114,0,NA,NA,4.764550265,-0.145502646,-0.407672033,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
11,4,4,1,0.242375602,0,NA,NA,4.764550265,-0.145502646,-0.407672033,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
11,4,5,1,0.541666948,0,NA,NA,4.764550265,0.092592593,-0.056814541,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,2.65,53,NA,NA,NA,NA,3,NA,3.75,3.58333333,2.83333333,2.83333333,4.66666667
11,4,6,1,0.573036934,0,NA,NA,4.764550265,0.14021164,0.013356957,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,NA,NA,3.444444444,3.666666667,4,3.703703704,3,NA,NA,NA,NA,NA,NA
11,4,7,1,0.13625492,0,NA,NA,4.764550265,0.14021164,0.013356957,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
11,4,8,1,0.247277164,0,NA,NA,4.764550265,0.164021164,0.048442706,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
11,4,9,1,0.347751892,0,NA,NA,4.764550265,0.306878307,0.258957201,2.555555556,2.888888889,3.5,3.472222222,4.611111111,0.384285643,-1.14986772,-0.74114806,-1.074022606,2.387679349,2.45,49,NA,NA,NA,NA,2,NA,3.58333333,3.5,3.16666667,1.91666667,4.58333333
